Caminho Original,É da Rádio?,Programa Identificado,Destino Proposto
G:\Meu Drive\Documento sem título (1).gdoc,NÃO,-,G:\Meu Drive\Arquivos_Pessoais_Para_Verificacao\Documentos_e_Planilhas
G:\Meu Drive\Documento sem título.gdoc,NÃO,-,G:\Meu Drive\Arquivos_Pessoais_Para_Verificacao\Documentos_e_Planilhas
G:\Meu Drive\PROCURAÇÃO.gdoc,NÃO,-,G:\Meu Drive\Arquivos_Pessoais_Para_Verificacao\Documentos_e_Planilhas
G:\Meu Drive\Raspagem Segura de Dados do Instagram.gdoc,NÃO,-,G:\Meu Drive\Arquivos_Pessoais_Para_Verificacao\Documentos_e_Planilhas
G:\Meu Drive\Contrato ILUMINA FISIO Natal.gdoc,NÃO,-,G:\Meu Drive\Arquivos_Pessoais_Para_Verificacao\Documentos_e_Planilhas
G:\Meu Drive\Planilha sem título.gsheet,NÃO,-,G:\Meu Drive\Arquivos_Pessoais_Para_Verificacao\Documentos_e_Planilhas
G:\Meu Drive\Planilha sem título (8).gsheet,NÃO,-,G:\Meu Drive\Arquivos_Pessoais_Para_Verificacao\Documentos_e_Planilhas
G:\Meu Drive\GNC 103 .gdoc,NÃO,-,G:\Meu Drive\Arquivos_Pessoais_Para_Verificacao\Documentos_e_Planilhas
G:\Meu Drive\giro.gsheet,NÃO,-,G:\Meu Drive\Arquivos_Pessoais_Para_Verificacao\Documentos_e_Planilhas
"G:\Meu Drive\BOLETINS 2026 - 23 de janeiro, 11 29.gsheet",NÃO,-,G:\Meu Drive\Arquivos_Pessoais_Para_Verificacao\Documentos_e_Planilhas
G:\Meu Drive\Produção - Boletins Rádio.gsheet,NÃO,-,G:\Meu Drive\Arquivos_Pessoais_Para_Verificacao\Documentos_e_Planilhas
G:\Meu Drive\BOLETIM_RADIO_TJRN_23_01_2026_B9_NOVO_MODULO_TRE.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_09_01_2026_B10_TJRN_AGRESSOR_PAIS_INDENIZAR_ATAQUE_FISICO_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_23_01_2026_B6_TRABALHO_DECENTE_CNJ.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_19_01_2026_B9_OABRN_CARTILHA_EDUCACAO_INCLUSIVA_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_26_01_2026_B10_TTRRN_SOLENIDADE_PLENO_ABERTURA_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_19_02_2026_B5_JURI_POPULAR_TENTATIVA_HOMICIDIO.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_27_01_2026_B5_INDENIZACAO_FALHA_VIAGEM_RODOVIARIA.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_30_01_2026_B1_TJRN_AMPLIA_PRODUTIVIDADE.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_12_01_2026_B3_TJRN_PLANO_SAUDE_TEA_CRIANCA.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_16_01_2026_B5_NOVAS_PARCERIAS_PEDAGOGICAS_ESMARN.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_26_01_2026_B2_ESTAGIO_DIREITO_6_JUIZADO.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_30_01_2026_B4_MPRN_OPERACAO_ORGANIZACAO_CRIMINOSA.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_12_01_2026_B7_MPRN_CONVOCACAO_PROFESSORES_ESTADO.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_28_01_2026_B6_TJRN_PARNAMIRIM_CIRURGIA_IDOSA.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_27_01_2026_B4_TRTRN_EMPRESA_ISENTA_MORTE_VIGILANTE.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_23_01_2026_B8_CONSULTA_TSE_ACESSIBILIDADE.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_23_02_2026_B8_COSERN_DANOS_MORAIS.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_26_01_2026_B9_OABRN_VISITA_DELEGACIA_PLANTAO_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_14_01_2026_B1_TCERN_MUNICIPIOS_CUSTEAR_DIARIAS_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_27_01_2026_B8_IMPROBIDADE_EX_PRESIDENTE_CAMARA_SAO_GONCALO.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_15_01_2026_B10_MPRN_DIALOGO_EDUCACAO_COVID_19.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_19_01_2026_B10_ESMARN_DOUTORADO_INTERINSTITUCIONAL_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_15_01_2026_B9_PREMIO_CNJ_QUALIDADE.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_03_02_2026_B4_TJRN_COMARCA_EXTREMOZ_DEMANDAS_JUDICIAIS_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_27_01_2026_B7_CLINICA_CONDENACAO_MORTE_FILHOTES.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_24_02_2026_B1_TJRN_SAO_JOSE_PROCESSO_SELETIVO_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_20_01_2026_B3_COMPANHIA_AEREA_FALHAS_TAYLOR_SWIFT.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_03_02_2026_B2_TJRN_IA_ROTINAS_PRESTACAO_JURISDICIONAL.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_23_01_2026_B4_PLANO_RESTABELECIMENTO_AGUA.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_24_02_2026_B7_ESMARN_CURSO_PLANILHAS_ELETRONICAS_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_23_02_2026_B1_TJRN_LAUDO_MEDICO_ASSISTENTE.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_19_01_2026_B4_OBRAS_ESCOLAS_TOUROS.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_14_01_2026_B3_DPERN_SANTO_ANTONIO_EDITAL.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_14_01_2026_B8_TJRN_POSSE_GESTAO_DEFENSORIA_PUBLICA.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_23_01_2026_B2_PAGAMENTO_IPTU_PENDENTES.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_23_02_2026_B6_FORNECIMENTO_ENERGIA_ESCOLAS.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_30_01_2026_B5_TRTRN_WI_FI_ABERTO_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_26_02_2026_B6_SESSAO_HIBRIDA_CRIMINAL_2_03.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_20_01_2026_B4_CONDENACAO_ATAQUE_AO_VIVO.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_03_02_2026_B5_TRERN_CANAL_RECEBIMENTO_DENUNCIAS_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_14_01_2026_B5_DOCUMENTO_POS_MORTE.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_27_01_2026_B10_PENAS_PECUNIARIAS_PARNAMIRIM.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_28_01_2026_B5_TJRN_RECURSOS_PENAS_ACARI.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_15_01_2026_B2_TRTRN_INVENTARIO_PROCESSOS_ORGANIZACIONAIS_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_14_01_2026_B7_PENAS_PECUNIARIAS.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_20_01_2026_B5_ANULACAO_ELEICAO_SAO_JOSE.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_07_01_2026_B2_INDENIZACAO_FALHA_AIRBAGS.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_22_01_2026_B10_MPRN_DENUNCIA_SONEGACAO_FISCAL_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_15_01_2026_B5_REPOJURN_QUALIS_CAPES_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_08_01_2026_B2_TRTRN_RETOMA_ATIVIDADES.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_23_02_2026_B3_TJRN_PLANO_SAUDE_CUSTEAR_TRATAMENTO.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_14_01_2026_B10_CARTILHA_ENTREGA_ADOCAO.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_27_02_2026_B5_PERFIL_DE_VENDAS_DEVE_SER_REATIVADO.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_20_01_2026_B1_TRERN_PROTOCOLO_DENUNCIAS_FRAUDES_CORRUPCAO_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_23_02_2026_B4_TJRN_SEMANA_MULHER_2026.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_15_01_2026_B4_MPRN_REGULARIZACAO_EXAMES_TARCISIO_MAIA_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_12_01_2026_B6_DPERN_RESULTADOS_BIENIOS_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_14_01_2026_B9_PAPEL_TJRN_OUVIDORIA.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_09_01_2026_B9_TJRN_JUSTICA_PROIBE_COSERN_AREZ.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_29_01_2026_B1_LEILAO_TERRENO_BARAUNA.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_19_01_2026_B2_CONDENACAO_TROCA_NUMERO_TELEFONE.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_23_02_2026_B2_TJRN_MULHER_CONDENADA_DETENCAO_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_15_01_2026_B6_ESCOLA_NEGATIVACAO_INDEVIDA.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_29_01_2026_B8_EMPRESA_ONLINE_CONDENADA_DANOS_MORAIS.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_27_02_2026_B10_ESMARN_NOVO_SITE.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_21_01_2026_B1_INDENIZACAO_FALTA_DE_ASSISTENCIA_VOO.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_19_01_2026_B5_JUIZADO_AEROPORTO_RESOLUTIVIDADE.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_04_02_2026_B3_MANUAL_DE_GESTAO_PROCESSUAL.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_15_01_2026_B1_IPEM_FISCALIZA_INSTRUMENTOS_MEDICAO_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_15_01_2026_B3_DPERN_NOVO_DEFENSOR_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_26_02_2026_B3_TJRN_REDE_SOCIAL_DEVE_EXCLUIR.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_16_01_2026_B8_CONDENACAO_SUPLEMENTO_IMPROPRIO.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_14_01_2026_B2_IPERN_CONVOCA_APOSENTADOS_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_08_01_2026_B7_NULIDADE_CONTRATO_PREFEITURA_MONTE_ALEGRE.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_12_01_2026_B8_MPRN_APURACAO_APOLOGIA_NAZISMO.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_30_01_2026_B8_TJRN_DECISAO_DESVIO_FUNCAO_VERA_CRUZ.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_20_01_2026_B2_CAERN_INDENIZACAO_FALHA_AREIA_BRANCA.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_07_01_2026_B7_EMPRESA_DEVE_ENTREGAR_BRINDE.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_08_01_2026_B10_CHAPA_ELEICOES_ESCOLARES_LAGOA_NOVA.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_07_01_2026_B3_JURI_POPULAR_GRUPO_DE_EXTERMINIO.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_19_01_2026_B6_TRTRN_MOVIMENTACOES_LEILAO.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_24_02_2026_B9_MPRN_UFRN_SEMINARIO_POLITICAS_PUBLICAS_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_20_01_2026_B10_ESCRITORES_CARCERE_ACADEMIA_ARTES_POTIGUAR.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_23_01_2026_B7_CONGRESSO_JUDICIARIO_AMERICA_LATINA.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_20_01_2026_B9_PERFIL_DE_REDE_SOCIAL.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_14_01_2026_B4_CONDENACAO_JOALHEIRO_INDENIZACAO_CLIENTE.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_26_02_2026_B9_MEDICAMENTO_ANEMIA_FALCIFORME.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_29_01_2026_B9_FORNECIMENTO_TRATAMENTO_OFTALMOLOGICO.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_26_02_2026_B1_TJRN_ESTADO_REALIZE_PROCEDIMENTO_MEDICO_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_22_01_2026_B3_CICLO_CURSOS_JUSTICA_4.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_27_01_2026_B3_CMN_CAMARA_APRESENTA_BALANCO_2025.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_29_01_2026_B4_PARECERIA_SECRETARIA_CULTURA.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_04_02_2026_B1_CONVOCACAO_JUIZES_LEIGOS_JUIZADOS.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_30_01_2026_B7_TJRN_MUNICIPIO_NATAL_TRANSFERIR_PONTOS_CNH.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_27_02_2026_B4_JUSTICA_REABRE_PREGAO_ELETRONICO_NATAL.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_04_02_2026_B2_DOACAO_LIVROS_SISTEMA_PRISIONAL.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_24_02_2026_B4_TJRN_IMOBILIARIA_CONDENADA_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_23_01_2026_B1_GESTAO_DOCUMENTAL_RECICLAGEM.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_03_02_2026_B3_VARA_CRIMINAL_ESTAGIO_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_27_01_2026_B6_INDENIZACAO_EMPRESTIMO_FRAUDULENTO.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_15_01_2026_B7_ASSADOR_PIZZA_DEFEITO.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_11_02_2026_B7_TJRN_DEFINIDAS_REGRAS_AREIA_BRANCA_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_30_01_2026_B3_TJRN_PODER_JUDICIARIO_POLUICAO_SONORA_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_26_02_2026_B2_TJRN_MANTIDA_SENTENCA_APLICADA_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_02_02_2026_B8_TJRN_INCONSTITUCIONALIDADE_LEI_ENEM_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_28_01_2026_B4_CNJ_JUDICIARIO_MENOR_ESTOQUE.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_08_01_2026_B9_HOMEM_CONDENADO_VIOLENCIA_PSICOLOGICA.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_28_01_2026_B8_TJRN_COMPANHIA_AEREA_INDENIZACAO_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_12_02_2026_B5_TJRN_DECISAO_DEFINE_INCIDENCIA_JUROS_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_07_01_2026_B10_CAERN_DEVE_PAGAR_DANOS_MORAIS.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_26_01_2026_B5_CONTRATACAO_SOFTWARE_ANGICOS.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_11_02_2026_B10_TRTRN_CONCLUI_EXPEDICAO_PRECATORIOS_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_12_02_2026_B2_TJRN_CAMARAS_PRODUTIVIDADE.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_09_01_2026_B8_TJRN_EXCLUSAO_EMPRESA_LICITACAO_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_25_02_2026_B9_TRTRN_EMPRESA_CONDENADA_EX_EMPREGADA_DOMESTICA_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_24_02_2026_B3_TJRN_MANTEM_DECISAO_NOMEACAO_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_24_02_2026_B6_VARA_FAMILIA_ESTAGIO_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_28_01_2026_B10_TJRN_ESTABELECE_ORIENTACOES_CARNAVAL.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_16_01_2026_B4_TRTRN_ACOES_POPULACAO_DE_RUA.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_05_02_2026_B2_TJRN_MORADOR_MOSSORO_TRATAMENTO_MEDICO_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_19_02_2026_B10_INDENIZACAO_CANCELAMENTO_VOO.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_27_02_2026_B6_ABERTURA_ESTAGIO_20_NATAL.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
G:\Meu Drive\BOLETIM_RADIO_TJRN_12_01_2026_B2_TJRN_MULHER_PROVOCA_ACIDENTE_.mp3,SIM,BOLETIM,H:\Meu Drive\02_PRODUCAO/BOLETINS
